Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: Robinsons Supermarket NOT handing out gift bags online,2023-05-03T10:49:08+00:00,https://verafiles.org/articles/vera-files-fact-check-robinsons-supermarket-not-handing-out-gift-bags-online,https://verafiles.org/wp-content/uploads/2023/05/042423-FAKE-Rob-scam_SHORTIE-FIL-REV1.jpg,"A Facebook page pretending to be affiliated with Robinsons Supermarket has duped thousands of netizens into interacting with its posts, claiming to give away gift bags for the grocery chain’s “anniversary.”",FAKE,"“Upang ipagdiwang ang kaarawan ng @Robinsons Supermarket, padadalhan ka namin ng Custom na Gift Bag. Sa lahat ng sumulat ng “Love Robinsons Supermarket” bago ang April 25, 2023. Good luck 🎁”(To celebrate the anniversary of Robinsons Supermarket, we will give a custom gift bag to everyone who writes ‘Love Robinsons Supermarket’ before April 25, 2023. Good luck.)",,,,,,,,,,,,
"VERA FILES FACT CHECK: FAKE ads used in diabetes, erectile dysfunction meds scam",2023-04-26T07:51:57+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-ads-used-in-diabetes-erectile-dysfunction-meds-scam,https://verafiles.org/wp-content/uploads/2023/04/042023-FAKE-Leachon-ad_SHORTIE_TAG-REV2.png.png.jpg,Yet another website is misusing the identity of former National Task Force against COVID-19 special adviser Tony Leachon to promote fake health products.,FAKE,“Mawawala na ang diabetes para sa siempre. Gawin ito bago matulog (Diabetes will go away. Do this before sleeping).”,,,,,,,,,,,,
VERA FILES FACT CHECK: Videos DECEPTIVELY use doctors’ vlogs to promote magnetic underwear,2023-03-14T07:12:34+00:00,https://verafiles.org/articles/vera-files-fact-check-videos-deceptively-use-doctors-vlogs-to-promote-magnetic-underwear,https://verafiles.org/wp-content/uploads/2023/03/030323-FAKE-Magnetic-underpants_SHORTIE-FIL-REV1.jpg,Four videos advertising magnetic underwear that allegedly enlarge one’s penis size illicitly used vlogs by Dr. Willie Ong and a medical doctor. There's no medical or scientific explanation to this claim.,FAKE,"“Most men’s concern want to have a big and healthy “𝐥𝐢𝐭𝐭𝐥𝐞 𝐛𝐨𝐲” !😎As a doctor, the 𝐬𝐞𝐱𝐮𝐚𝐥 𝐡𝐞𝐚𝐥𝐭𝐡 of Filipino men is my top priority. I always recommend this Magnetic Under.wear (sic), recommended by the 𝐉𝐚𝐩𝐚𝐧 𝐈𝐧𝐬𝐭𝐢𝐭𝐮𝐭𝐞 𝐨𝐟 𝐒𝐞𝐱𝐮𝐚𝐥 𝐇𝐞𝐚𝐥𝐭𝐡”“Good news for all Filipino men. Increase Size 5-6 c.m More & Solid Like A Rock. Easily with Magnetic Underwear imported from USA (sic)”",,,,,,,,,,,,
VERA FILES FACT CHECK: A death HOAX involving Kris Aquino spreads anew,2023-02-27T05:18:36+00:00,https://verafiles.org/articles/vera-files-fact-check-a-death-hoax-involving-kris-aquino-spreads-anew,https://verafiles.org/wp-content/uploads/2023/02/022322-FAKE-Tulfo-Kris-Aquino-death_SHORTIE-FIL.jpg,"A YouTube video claimed that celebrity Kris Aquino died of stage 5 cancer last Feb. 16, and that Sen. Raffy Tulfo witnessed her death. This is not true.",FAKE,“NAKIKIRAMAY! ʀᴀғғʏ TULFO SAKSI SA PAGPANAW NI KRIS AQUINO NGAYONG HAPON! STAGE 5 CANCER ANG DAHILAN (Condolences! Raffy Tulfo witnessed Kris Aquino’s death this afternoon! Stage 5 cancer caused [her death]!”,,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE Robinsons Supermarket page posts bogus giveaway of refrigerators,2023-02-23T05:23:45+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-robinsons-supermarket-page-posts-bogus-giveaway-of-refrigerators,https://verafiles.org/wp-content/uploads/2023/02/022123-FAKE-Robinsons-ref-scam_SHORTIE-FIL-REV1.jpg,A Facebook page claiming to be a fan page of Robinsons Supermarket is luring Filipinos into a fake giveaway of refrigerators. ,FAKE,"“Ikinalulugod kong ipaalam sa iyo na nag-donate kami ng 500 refrigerator na hindi namin naibenta dahil sa mga gasgas at maliit na pinsala.,. kaya ang sinumang magsusulat ng ‘Tapos na’ bago ang Pebrero 28 ay ipapadala nang random (We’re happy to inform you that we donated 500 refrigerators we weren’t able to sell because of scratches and minor damages… anyone who types ‘Done’ before 28 will randomly receive [a refrigerator]).” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Sammi Egg Essence Mask NOT FDA-registered,2023-01-20T08:06:43+00:00,https://verafiles.org/articles/vera-files-fact-check-sammi-egg-essence-mask-not-fda-registered,https://verafiles.org/wp-content/uploads/2023/01/011823-FAKE-Belo-egg-mask_SHORTIE_TAG-DRAFT.jpg,Several FB pages uploaded videos claiming Dr. Vicki Belo and other Filipina actresses are promoting an egg mask that “moisturizes and brightens skin” and “prevents acne and aging.” These are fake. ,FAKE,"“As a dermatologist doctor, I really want Fillipino (sic) women to have healthy, youthful skin and always loved by husband. Korea’s leading cosmetic experts have researched the product Sammi Egg Essence Mask that can help smooth, firm and even skin tone, can be used for both pregnant women and people with extreme skin sensitive period.” ",,,,,,,,,,,,
VERA FILES FACT CHECK: BSP DID NOT issue P500 Marcos Sr. banknote,2023-01-10T15:28:24+00:00,https://verafiles.org/articles/vera-files-fact-check-bsp-did-not-issue-p500-marcos-sr-banknote,https://verafiles.org/wp-content/uploads/2023/01/011023-FAKE-Marcos-on-new-banknote_SHORTIE_TAG-DRAFT.jpg,A YouTube video falsely claims the Bangko Sentral ng Pilipinas newly released a P500 bill bearing the face of former president Ferdinand Marcos Sr.,FAKE,“OMG! BAGONG PERA NG PILIPINAS INILABAS NA (NEW BANKNOTES OF THE PHILIPPINES NOW RELEASED)! NEW PHILIPPINE BANK NOTES AND COINS.” ,,,,,,,,,,,,
"VERA FILES FACT CHECK: CNN Philippines, DOH disown FAKE exposé on ‘hidden hypertension cure’",2023-01-10T03:17:32+00:00,https://verafiles.org/articles/vera-files-fact-check-cnn-philippines-doh-disown-fake-expose-on-hidden-hypertension-cure,https://verafiles.org/wp-content/uploads/2023/01/010923-FAKE-Vergeire-CNN-fake_SHORTIE_TAG-REV.jpg,Several netizens are spreading links to a counterfeit “CNN Philippines” news report on a hypertension cure deliberately concealed from patients.,FAKE,“Iskandalo sa studio! Itinago nila ang pangunahing lunas para sa presyon mula sa mga pasyenteng hypertensive! Sila pala (Scandal in the studio! They concealed the primary cure for hypertension from hypertensive patients! They are)…” ,"“Mga pensiyonado, linisin ang mga sisidlan sa bahay! Sa isang gabi, 4 kg ng mga namuong dugo ang lumalabas kung uminom ka ng 2 bagay nang walang laman ang tiyan (To pensioners, clean vessels at home. In one night, 4 kg of blood clot will be coming out if you drink 2 things on an empty stomach).”","pic.twitter.com/1cQIqD2eUX
— Department of Health (@DOHgovph) January 8, 2023","CNN Philippines strongly condemns the proliferation of false information. We will only continue to provide #NewsYouCanTrust. pic.twitter.com/goKOp5cq2I
— CNN Philippines (@cnnphilippines) January 8, 2023",,,,,,,,,
VERA FILES FACT CHECK: Another FAKE ad uses Doc Willie Ong’s name to promote weight loss cereal,2023-01-09T03:08:52+00:00,https://verafiles.org/articles/vera-files-fact-check-another-fake-ad-uses-doc-willie-ongs-name-to-promote-weight-loss-cereal,https://verafiles.org/wp-content/uploads/2023/01/010523-FAKE-Willie-Ong-Cereal_SHORTIE_TAG-DRAFT.jpg,An impostor FB page using the name of Dr. Willie Ong posted a video promoting a cereal product that allegedly helps consumers lose weight. ,FAKE,"“Research on thousands of people who have successfully regained their shape, lσst mαny k.g in a short time and improved their health effects after eating MEIZOU Chia seeds. The product has been approved by the FྂDA (sic) as safe and good for health.” ",,,,,,,,,,,,
"VERA FILES FACT CHECK: Another DEATH HOAX claims Kris Aquino collapsed, died during Jovit Baldivino’s wake",2022-12-15T07:59:02+00:00,https://verafiles.org/articles/vera-files-fact-check-another-death-hoax-claims-kris-aquino-collapsed-died-during-jovit-baldivinos-wake,https://verafiles.org/wp-content/uploads/2022/12/121322-FAKE-Kris-death-hoax-again_SHORTIE_TAG-REVISED.jpg,"A video circulating on Facebook (FB) has again ‘killed’ Kris Aquino, claiming she collapsed at singer Jovit Baldivino’s wake. Not true.",FAKE,“KRIS AQUINO NAG COLLAPSE SA LAMAY NI JOVIT BALDIVINO! PUMANAW NA (KRIS AQUINO COLLAPSED DURING JOVIT BALDIVINO’S WAKE! [SHE] HAS PASSED AWAY)! ACTUAL FULL VIDEO NAKUHA SA LAMAY (TAKEN FROM THE WAKE)! Thank (sic) For Watching.”,“KRIS AQUINO DINALAW SI JOVIT BALDIVINO SA LAMAY! PERO NAG COLLAPSE DIN! PAALAM SA INYO! 2022 KRIS AQUINO SINUNDO NI JOVIT BALDIVINO! KATOTOHANAN SA NANGYARI (KRIS AQUINO VISITED JOVIT BALDIVINO’S WAKE! BUT ALSO COLLAPSED! GOODBYE TO THE BOTH OF YOU! 2022 KRIS AQUINO FETCHED BY JOVIT BALDIVINO! THE TRUTH ABOUT WHAT HAPPENED).” ,,,,,,,,,,,
VERA FILES FACT CHECK: Netizens revive FALSE post about vetsin-filled vitamin C capsules,2022-12-12T05:22:46+00:00,https://verafiles.org/articles/vera-files-fact-check-netizens-revive-false-post-about-vetsin-filled-vitamin-c-capsules,https://verafiles.org/wp-content/uploads/2022/12/120822-FALSE-Fake-vitamin-C_SHORTIE-FIL.jpg,Netizens are resharing a two-year old social media post about a fake vitamin C product allegedly laced with vetsin. The claim is false.,FAKE,"“MAY KUMAKALAT NGAYON NA NAMIMIGAY DAW NG VITAMINS PERO ANG LAMAN NG VITAMINS AY VETSIN.. TANDAAN NYO PO KUNG MAY MAMIMIGAY NG VITAMINS  MAS MABUTING SURIIN MUNA BAGO ITO INUMIN”(Rumors are spreading that vitamins being given away actually contain vetsin. If someone gives you vitamins, remember to check before consuming it.)",,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE Robredo quote card on election results circulates anew,2022-12-05T14:57:21+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-robredo-quote-card-on-election-results-circulates-anew,https://verafiles.org/wp-content/uploads/2022/12/112922-FAKE-Another-Leni-quote-card_SHORTIE_TAG-REVISED.jpg,A fabricated quote card is circulating online where former vice president Leni Robredo attributed her defeat to President Bongbong Marcos in the May election to massive disinformation.,FAKE,“Kaya siya nanalo kasi natalo ako (He won because I lost). (He won because of the massive disinformation against me).” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Photo of Susan Roces’ wake passed off as Kris Aquino’s ‘hidden wake’ in another HOAX,2022-11-28T04:09:45+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-of-susan-roces-wake-passed-off-as-kris-aquinos-hidden-wake-in-another-hoax,https://verafiles.org/wp-content/uploads/2022/11/112422-FAKE-Kris-hidden-wake_SHORTIE_TAG-REV.jpg,Several pages posted a fake video claiming Kris Aquino has passed away and that her family is deliberately hiding her wake from the public.,FAKE,"“GRABE! UNANG GABI NG LAMAY SA BUROL NI KRIS AQUINO DINAGSA NG MGA TAO, KAIBIGAN AT KAMAG-ANAK (SEVERE! FIRST NIGHT OF KRIS AQUINO’S WAKE FLOCKED BY PEOPLE, FRIENDS AND RELATIVES).”","“Pagkatapos magviral na pumanaw na si Kris Aquino at dinala na nga ang kanyang katawan dito sa Pilipinas ay usap-usapan ngayon ang mga videos na kung saan may isang concerned netizens na nakakuha nito tungkol sa lamay nga ng nasabing sikat na TV host at aktres. Doon daw mismo ito ginanap sa Quezon City sa kanilang pamamahay ng mga Aquino residence(After Kris Aquino’s passing went viral and her body was brought to the Philippines, videos from a concerned netizen about the wake of the popular TV host and actress are being talked about. Her wake was said to be in Quezon City at the Aquino residence).”",,,,,,,,,,,
VERA FILES FACT CHECK: Kris Aquino is NOT dead,2022-11-25T08:25:30+00:00,https://verafiles.org/articles/vera-files-fact-check-kris-aquino-is-not-dead,https://verafiles.org/wp-content/uploads/2022/11/112322-FAKE-Kris-death_SHORTIE_TAG-REV.jpg,A Facebook page posted a video claiming Kris Aquino has died and that her remains were on their way back to the Philippines. It is a hoax. ,FAKE,“BREAKING NEWS! BANGKAY NI KRIS AQUINO PABALIK NA SA BANSA | Kris Aquino Pumanaw Na (Kris Aquino’s corpse headed back to the country | Kris Aquino has passed away)!”,“[K]amakailan lang ay may nagsasabing pabalik na dalhin sa pilipinas ang katawan ni Kris Aquino nang dahil nga’y wala na ito at pumanaw na. Kaya usap-usapan ang pangyayari ito kung gaano ito katotoo at kung may katuturan man.”(Recently some say Kris Aquino’s body is being brought back to the Philippines because she has gone and passed away. That’s why it is being talked about how true this is.),,,,,,,,,,,
VERA FILES FACT CHECK: Posts claiming ‘Itaewon-like’ crowd crush at MOA FAKE,2022-11-11T17:43:00+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-claiming-itaewon-like-crowd-crush-at-moa-fake,https://verafiles.org/wp-content/uploads/2022/11/111022-FALSE-MOA-Crowd-Crush_SHORTIE_TAG-REVISED.jpg,"Facebook scammers are at it again, this time posting fake promotions about an online sale of air conditioners.",FAKE,“Tragedy of stampede in Korea was repeated in the Pilipinas (Philippines). It is now estimated that 28 people have been injured and fainted…Rescue crews received at least 61 calls from residents in Pasay City saying they were having trouble breathing.”,,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE Liza Ong Facebook page posts ad for slimming powder,2022-11-11T10:51:48+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-liza-ong-facebook-page-posts-ad-for-slimming-powder,https://verafiles.org/wp-content/uploads/2022/11/110822-FAKE-Liza-Ong-lotus-root-powder_SHORTIE-FIL.jpg,An impostor Facebook page is using medical practitioner Liza Ramoso-Ong to endorse a lotus root powder that allegedly helps people lose weight.,FAKE,"“Ang lotus root powder ay… may epekto ng pagpigil sa labis na timbang, labis na katabaan, pagtatae, mga digestive disorder na dulot ng bakterya, pagbabawas ng kolesterol sa dugo.” (Lotus root powder has… an effect in stopping excess weight, excess fat, diarrhea, digestive orders caused by bacteria, [and] reducing blood cholesterol.)",,,,,,,,,,,,
"VERA FILES FACT CHECK: Another FAKE ad for aircon uses altered image, scam link",2022-11-02T07:16:09+00:00,https://verafiles.org/articles/vera-files-fact-check-another-fake-ad-for-aircon-uses-altered-image-scam-link,https://verafiles.org/wp-content/uploads/2022/11/102722-FAKE-Aircon-scam-again_SHORTIE-FIL.jpg,Another set of fake advertisements claims several people fainted after crowding and lining up at SM MOA to buy a Japanese air conditioner.,FAKE,"“Naging magulo kahapon ang mall nang pumila ang libu-libong tao para bumili ng aircon sa panahon ng 50% off sale at buy 1 get 1 (Things became messy at the mall yesterday when thousands of people lined up to buy an aircon during a buy one, get one, 50% off sale.)”",,,,,,,,,,,,
VERA FILES FACT CHECK: Graphic showing Kabataan Party-list Rep. Manuel’s support for ROTC is FAKE,2022-09-12T04:46:01+00:00,https://verafiles.org/articles/vera-files-fact-check-graphic-showing-kabataan-party-list-rep-manuels-support-for-rotc-is-fake,https://verafiles.org/wp-content/uploads/2022/09/090822-FAKE-Kabataan-supports-ROTC_SHORTIE-FIL-REV1.jpg,A fake graphic falsely claims that Kabataan Party-List Rep. Raoul Manuel expressed support for a mandatory ROTC program.,FAKE,"“Kumbinsido kami na majority ng mga Pilipino ay suportado ang pagbabalik ng mandatory ROTC. Kapag tinanong ang mga Pilipino kung suportado nila ang isang programa na magsusulong ng nasyunalismo, disiplina at kahandaan sa sakuna, sino ang aayaw? Gusto ng mga kababayan natin ang mga iyan lalo na ang ROTC. Magkaisa tayong suportahan ito.”  (We are convinced that the majority of Filipinos support the return of mandatory ROTC. If you ask Filipinos if they support a program that supports nationalism, discipline, and disaster preparedness, who will say no? Our fellow citizens would like that, especially ROTC. Let’s help each other and support it.)",“”Hindi rin kami kumbinsido sa laging binibida na survey na majority daw ng mga Pilipino ay suportado ang pagbabalik ng mandatory ROTC (We’re also not convinced by surveys stating that majority of Filipinos support the return of mandatory ROTC).”,"“,,,biased ang survey na iyon dahil sa tanong pa lang, slanted na: kapag tinanong ang mga Pilipino kung suportado nila ang isang programa na magsusulong diumano ng nasyunalismo, disiplina at kahandaan sa sakuna, sino ang aayaw? Gusto ng mga kababayan natin ang mga iyan pero hindi mandatory ROTC ang sagot. (…those surveys are biased because the questions are slanted: if you ask Filipinos about their support for a program that allegedly instills nationalism, discipline, and disaster preparedness, who will say no? Our fellow citizens want that but mandatory ROTC is not the answer.)",,,,,,,,,,
